date,code,name,score,regime,ret_pct
2025-10-15,207940,삼성바이오로직스,99.21,strong,-0.8873
2025-10-15,010170,대한광통신,98.21,strong,6.6542
2025-10-15,388720,유일로보틱스,97.85,strong,8.4123
2025-10-16,086520,에코프로,100.00,neutral,6.7591
2025-10-16,010060,OCI홀딩스,100.00,neutral,-0.8946
2025-10-16,450080,에코프로머티,98.06,neutral,-0.1577
2025-10-16,247540,에코프로비엠,98.02,neutral,1.7483
2025-10-16,062040,산일전기,97.09,neutral,-2.5271
2025-10-20,237690,에스티팜,100.00,strong,1.7029
2025-10-20,059090,미코,100.00,strong,1.7575
2025-10-20,137400,피엔티,98.27,strong,-0.9379
2025-10-20,056080,유진로봇,97.17,strong,0.4208
2025-10-20,086520,에코프로,96.04,strong,-0.6435
2025-10-22,051910,LG화학,97.46,strong,3.9642
2025-10-22,086520,에코프로,95.31,strong,-0.2288
2025-10-22,042660,한화오션,76.63,strong,-2.3414
2025-10-22,003160,디아이,64.05,strong,-2.6804
2025-10-22,010950,S-Oil,52.34,strong,2.2039
2025-10-23,047050,포스코인터내셔널,98.52,neutral,0.0000
2025-10-23,022100,포스코DX,98.39,neutral,0.9524
2025-10-23,267270,HD건설기계,98.03,neutral,-0.8703
2025-10-23,009520,포스코엠텍,97.83,neutral,1.8949
2025-10-23,010120,LS ELECTRIC,97.70,neutral,-0.4087
2025-10-24,078600,대주전자재료,100.00,neutral,6.2271
2025-10-24,214150,클래시스,97.84,neutral,-1.5267
2025-10-24,009830,한화솔루션,97.46,neutral,3.2710
2025-10-24,103590,일진전기,97.10,neutral,1.1788
2025-10-24,098070,한텍,96.95,neutral,1.8605
2025-10-27,352820,하이브,100.00,strong,-1.1309
2025-10-27,052400,코나아이,100.00,strong,-0.8993
2025-10-27,000880,한화,97.63,strong,-2.8918
2025-10-27,005690,파미셀,96.73,strong,0.4202
2025-10-27,010140,삼성중공업,96.66,strong,6.0137
2025-10-31,388720,유일로보틱스,99.14,neutral,7.2082
2025-10-31,454910,두산로보틱스,98.00,neutral,4.1026
2025-10-31,307950,현대오토에버,97.89,neutral,13.0221
2025-10-31,417200,LS머트리얼즈,97.41,neutral,5.1493
2025-10-31,032830,삼성생명,97.31,neutral,0.0000
2025-11-03,009830,한화솔루션,100.00,strong,2.7190
2025-11-03,307950,현대오토에버,96.69,strong,-2.6667
2025-11-03,388720,유일로보틱스,96.66,strong,-2.9505
2025-11-03,454910,두산로보틱스,96.59,strong,-2.2801
2025-11-03,417200,LS머트리얼즈,96.24,strong,1.5484
2025-11-07,090430,아모레퍼시픽,98.33,neutral,1.3439
2025-11-07,012510,더존비즈온,97.45,neutral,0.0000
2025-11-07,323280,태성,96.83,neutral,4.2522
2025-11-07,098460,고영,70.41,neutral,0.5397
2025-11-10,078930,GS,100.00,strong,-0.8787
2025-11-10,000990,DB하이텍,97.37,strong,0.4854
2025-11-10,257720,실리콘투,97.28,strong,-1.4706
2025-11-10,161390,한국타이어앤테크놀로지,97.02,strong,-3.7607
2025-11-10,098460,고영,96.82,strong,0.4914
2025-11-12,141080,리가켐바이오,100.00,strong,-1.6403
2025-11-12,004990,롯데지주,98.55,strong,-2.8148
2025-11-12,011170,롯데케미칼,97.80,strong,-1.6509
2025-11-12,336370,솔루스첨단소재,96.52,strong,-2.5231
2025-11-12,020150,롯데에너지머티리얼즈,95.06,strong,-1.3682
2025-11-13,120110,코오롱인더,100.00,strong,-1.6529
2025-11-13,068270,셀트리온,99.52,strong,-0.6151
2025-11-13,336370,솔루스첨단소재,98.52,strong,-3.8286
2025-11-13,166090,하나머티리얼즈,98.28,strong,-5.0538
2025-11-13,424870,이뮨온시아,97.49,strong,1.4442
2025-11-17,424870,이뮨온시아,97.14,neutral,-0.5808
2025-11-17,004370,농심,96.76,neutral,-0.7576
2025-11-17,458870,씨어스,82.54,neutral,0.3831
2025-11-17,120110,코오롱인더,77.98,neutral,-0.9783
2025-11-17,005690,파미셀,68.72,neutral,-0.6227
2025-11-21,058610,에스피지,94.78,neutral,3.1453
2025-11-21,448900,한국피아이엠,93.00,neutral,0.6257
2025-11-21,376900,로킷헬스케어,65.46,neutral,0.0000
2025-11-26,437730,삼현,97.84,strong,2.3438
2025-11-26,424870,이뮨온시아,95.97,strong,0.0000
2025-11-26,102940,코오롱생명과학,95.37,strong,-2.9795
2025-11-26,468530,프로티나,76.94,strong,0.2500
2025-11-26,004990,롯데지주,59.16,strong,1.6216
2025-11-27,125490,한라캐스트,96.58,neutral,3.0351
2025-11-27,424870,이뮨온시아,94.49,neutral,0.0000
2025-11-27,437730,삼현,93.00,neutral,-2.6442
2025-12-02,307950,현대오토에버,100.00,strong,-2.5696
2025-12-02,028670,팬오션,100.00,strong,5.7078
2025-12-02,060280,큐렉소,96.21,strong,5.8522
2025-12-02,468530,프로티나,93.00,strong,-0.6122
2025-12-02,323280,태성,88.15,strong,3.8589
2025-12-03,028670,팬오션,98.57,neutral,0.3464
2025-12-03,475960,토모큐브,97.28,neutral,3.1835
2025-12-03,126340,비나텍,95.62,neutral,-1.5484
2025-12-03,389470,인벤티지랩,93.37,neutral,-0.6386
2025-12-03,090360,로보스타,87.54,neutral,4.1026
2025-12-05,000720,현대건설,100.00,strong,0.0000
2025-12-05,064400,LG씨엔에스,98.40,strong,0.0000
2025-12-05,196170,알테오젠,97.81,strong,3.6145
2025-12-05,005380,현대차,97.48,strong,1.9048
2025-12-05,083650,비에이치아이,97.26,strong,-2.6846
2025-12-09,056080,유진로봇,98.31,neutral,2.6677
2025-12-09,457190,이수스페셜티케미컬,96.97,neutral,-1.3158
2025-12-09,039440,에스티아이,96.81,neutral,3.8194
2025-12-09,247540,에코프로비엠,96.21,neutral,1.7573
2025-12-09,290650,엘앤씨바이오,96.08,neutral,0.1502
2025-12-12,006280,녹십자,100.00,strong,-1.5432
2025-12-12,180640,한진칼,97.83,strong,4.7904
2025-12-12,272210,한화시스템,97.41,strong,-0.5650
2025-12-12,056080,유진로봇,96.73,strong,-1.7730
2025-12-12,083650,비에이치아이,96.70,strong,-4.5171
2025-12-15,139480,이마트,100.00,strong,2.1253
2025-12-15,022100,포스코DX,98.11,strong,-0.1727
2025-12-15,272210,한화시스템,97.27,strong,-0.1898
2025-12-15,347700,스피어,95.90,strong,-0.7475
2025-12-15,295310,에이치브이엠,95.77,strong,-3.4578
2025-12-18,027360,아주IB투자,95.80,neutral,2.8744
2025-12-18,295310,에이치브이엠,95.11,neutral,1.0778
2025-12-18,006800,미래에셋증권,72.03,neutral,1.3588
2025-12-22,001430,세아베스틸지주,100.00,neutral,-5.8480
2025-12-22,189300,인텔리안테크,97.08,neutral,6.6116
2025-12-22,295310,에이치브이엠,93.64,neutral,-4.5977
2025-12-22,099320,쎄트렉아이,88.97,neutral,5.0152
2025-12-22,328130,루닛,86.07,neutral,-1.9412
2025-12-29,080220,제주반도체,98.23,strong,-2.0134
2025-12-29,090710,휴림로봇,93.45,strong,0.1253
2025-12-29,103140,풍산,90.30,strong,-2.6834
2025-12-29,403870,HPSP,84.96,strong,-2.1084
2025-12-29,200710,에이디테크놀로지,63.37,strong,0.1406
2026-01-02,068270,셀트리온,100.00,neutral,0.0000
2026-01-02,035900,JYP Ent.,98.02,neutral,2.8387
2026-01-02,080220,제주반도체,95.93,neutral,13.3768
2026-01-02,099320,쎄트렉아이,95.27,neutral,-1.2346
2026-01-02,010170,대한광통신,90.94,neutral,5.5162
2026-01-05,035900,JYP Ent.,97.41,strong,0.4127
2026-01-05,036540,SFA반도체,96.70,strong,-4.1958
2026-01-05,042700,한미반도체,96.19,strong,1.0161
2026-01-05,099320,쎄트렉아이,94.33,strong,-1.5167
2026-01-05,010170,대한광통신,93.29,strong,2.2465
2026-01-06,403870,HPSP,98.06,neutral,-7.4074
2026-01-06,003160,디아이,97.13,neutral,-1.8613
2026-01-06,103140,풍산,96.95,neutral,0.0000
2026-01-06,042700,한미반도체,96.00,neutral,5.7703
2026-01-06,047810,한국항공우주,93.55,neutral,-0.9552
2026-01-08,003160,디아이,96.90,neutral,-3.6269
2026-01-08,399720,가온칩스,96.79,neutral,-3.7325
2026-01-08,354320,알멕,96.65,neutral,1.7606
2026-01-08,456160,지투지바이오,96.04,neutral,-1.9802
2026-01-08,443060,HD현대마린솔루션,95.26,neutral,0.7605
2026-01-09,000880,한화,97.73,neutral,5.1422
2026-01-09,017960,한국카본,97.29,neutral,-1.8229
2026-01-09,272210,한화시스템,96.20,neutral,1.8205
2026-01-09,354320,알멕,95.27,neutral,0.0000
2026-01-09,010130,고려아연,93.52,neutral,1.4886
2026-01-14,088350,한화생명,99.33,neutral,-1.0340
2026-01-14,052690,한전기술,98.05,neutral,-1.8836
2026-01-14,336260,두산퓨얼셀,96.55,neutral,-2.7100
2026-01-14,000880,한화,96.42,neutral,1.8677
2026-01-14,056080,유진로봇,95.68,neutral,11.7500
2026-01-15,064400,LG씨엔에스,100.00,strong,9.3979
2026-01-15,047050,포스코인터내셔널,100.00,strong,-0.3466
2026-01-15,277810,레인보우로보틱스,99.81,strong,-1.3487
2026-01-15,009520,포스코엠텍,97.97,strong,0.0000
2026-01-15,022100,포스코DX,96.59,strong,9.1850
2026-01-19,017670,SK텔레콤,99.28,strong,0.5068
2026-01-19,047050,포스코인터내셔널,98.40,strong,-0.3200
2026-01-19,281740,레이크머티리얼즈,98.17,strong,-2.8571
2026-01-19,006910,보성파워텍,98.15,strong,1.1667
2026-01-19,388720,유일로보틱스,97.77,strong,3.1665
2026-01-21,257720,실리콘투,100.00,strong,-1.9937
2026-01-21,056080,유진로봇,97.78,strong,9.9415
2026-01-21,160190,하이젠알앤엠,96.38,strong,6.9959
2026-01-21,060280,큐렉소,95.51,strong,15.8265
2026-01-21,298020,효성티앤씨,95.44,strong,6.1924
2026-01-23,060250,NHN KCP,100.00,neutral,8.7074
2026-01-23,003530,한화투자증권,100.00,neutral,2.9412
2026-01-23,028050,삼성E&A,99.49,neutral,2.9630
