date,code,name,score,regime,strategy,sector,exit_type,ret_pct
2025-08-19,323280,태성,97.67,weak,종가매매+섹터,기계/장비,open,-1.3158
2025-08-19,137400,피엔티,76.94,weak,종가매매+섹터,기계/장비,open,-2.2613
2025-08-20,018880,한온시스템,71.15,neutral,종가매매+섹터,기계/장비,open,-0.9781
2025-08-20,034020,두산에너빌리티,61.33,neutral,종가매매+섹터,기계/장비,open,1.3937
2025-08-22,458870,씨어스,93.59,neutral,종가매매+섹터,의료/정밀기기,open,0.7887
2025-08-22,475960,토모큐브,64.98,neutral,종가매매+섹터,의료/정밀기기,open,1.7497
2025-09-02,108490,로보티즈,99.86,neutral,종가매매+섹터,기계/장비,open,-0.8742
2025-09-02,082740,한화엔진,65.58,neutral,종가매매+섹터,기계/장비,open,0.0000
2025-09-04,140410,메지온,97.75,neutral,종가매매+섹터,일반서비스,open,-0.9785
2025-09-04,476060,온코닉테라퓨틱스,96.88,neutral,종가매매+섹터,일반서비스,open,-0.8118
2025-09-05,476060,온코닉테라퓨틱스,96.27,neutral,종가매매+섹터,일반서비스,open,2.0991
2025-09-05,226950,올릭스,64.95,neutral,종가매매+섹터,일반서비스,open,0.9019
2025-09-08,140410,메지온,68.32,neutral,종가매매+섹터,일반서비스,open,-1.0753
2025-09-08,476060,온코닉테라퓨틱스,51.78,neutral,종가매매+섹터,일반서비스,open,-0.5666
2025-09-09,001270,부국증권,94.93,neutral,종가매매+섹터,증권,open,2.1220
2025-09-09,006800,미래에셋증권,91.58,neutral,종가매매+섹터,증권,open,3.1819
2025-09-09,003530,한화투자증권,81.52,neutral,종가매매+섹터,증권,open,0.8306
2025-09-09,016360,삼성증권,67.08,neutral,종가매매+섹터,증권,open,0.6887
2025-09-09,039490,키움증권,57.82,neutral,종가매매+섹터,증권,open,1.7316
2025-09-10,001270,부국증권,94.64,strong,종가매매+섹터,증권,open,0.0000
2025-09-10,039490,키움증권,60.74,strong,종가매매+섹터,증권,open,-0.6024
2025-09-10,006800,미래에셋증권,54.37,strong,종가매매+섹터,증권,open,-1.7653
2025-09-11,039490,키움증권,63.44,neutral,종가매매+섹터,증권,open,3.0060
2025-09-11,006800,미래에셋증권,59.55,neutral,종가매매+섹터,증권,open,4.1374
2025-09-11,016360,삼성증권,55.22,neutral,종가매매+섹터,증권,open,1.4925
2025-09-12,074600,원익QnC,93.72,neutral,종가매매+섹터,비금속,open,3.0445
2025-09-15,039490,키움증권,73.46,weak,종가매매+섹터,증권,open,0.3738
2025-09-15,064760,티씨케이,54.67,weak,종가매매+섹터,비금속,open,2.0582
2025-09-19,226950,올릭스,74.65,neutral,종가매매+섹터,일반서비스,open,0.5994
2025-09-19,476060,온코닉테라퓨틱스,69.50,neutral,종가매매+섹터,일반서비스,open,0.9933
2025-09-19,127120,제이에스링크,57.94,neutral,종가매매+섹터,일반서비스,open,2.3355
2025-09-19,326030,SK바이오팜,53.39,neutral,종가매매+섹터,일반서비스,open,1.2335
2025-09-19,358570,지아이이노베이션,50.26,neutral,종가매매+섹터,일반서비스,open,0.9409
2025-09-22,475960,토모큐브,55.28,neutral,종가매매+섹터,의료/정밀기기,open,0.1115
2025-09-23,445680,큐리옥스바이오시스템즈,80.94,neutral,종가매매+섹터,의료/정밀기기,open,-1.1182
2025-09-25,277810,레인보우로보틱스,98.42,weak,종가매매+섹터,기계/장비,open,0.9390
2025-09-25,445680,큐리옥스바이오시스템즈,95.02,weak,종가매매+섹터,의료/정밀기기,open,-3.5982
2025-09-25,017800,현대엘리베이터,78.57,weak,종가매매+섹터,기계/장비,open,-0.8373
2025-09-25,475960,토모큐브,69.30,weak,종가매매+섹터,의료/정밀기기,open,-0.5837
2025-09-25,003160,디아이,61.39,weak,종가매매+섹터,의료/정밀기기,open,-1.1957
2025-10-01,003160,디아이,96.88,neutral,종가매매+섹터,의료/정밀기기,open,1.3925
2025-10-02,003160,디아이,91.19,neutral,종가매매+섹터,의료/정밀기기,open,6.9054
2025-10-13,003160,디아이,95.61,strong,종가매매+섹터,의료/정밀기기,open,2.0270
